conversation_id_str,created_at_original,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,created_at_formated,Unnamed: 16,original_tweet,cleaned_full_text
1.85E+18,Wed Oct 30 10:16:23 +0000 2024,9,Halo Sobat Kopaja! Per 28 Oktober 2024 kini Transjakarta rute 1N dan 1P melayani bus stop Kedutaan Besar Jepang loh! Penasaran modifikasinya? Langsung cekidot ya~ #KopajaRapidTransit #KRT #TransKopaja #Transjakarta #AyoNaikTransjakarta #KotaKolaborasi https://t.co/PJzQtjQZsu,1.85E+18,https://pbs.twimg.com/media/GbIYCKGacAAt5pk.jpg,,in,Jakarta,0,1,5,https://x.com/TransKopaja/status/1851568826854547544,1.67E+18,TransKopaja,10/30/2024 10:16,,Halo Sobat Kopaja! Per 28 Oktober 2024 kini Transjakarta rute 1N dan 1P melayani bus stop Kedutaan Besar Jepang loh! Penasaran modifikasinya? Langsung cekidot ya~ #KopajaRapidTransit #KRT #TransKopaja #Transjakarta #AyoNaikTransjakarta #KotaKolaborasi https://t.co/PJzQtjQZsu,halo sobat kopaja per oktober kini transjakarta rute n dan p melayani bus stop kedutaan besar jepang loh penasaran modifikasinya langsung cekidot ya kopajarapidtransit krt transkopaja transjakarta ayonaiktransjakarta kotakolaborasi
1.86E+18,Tue Nov 19 08:56:55 +0000 2024,0,Pengen ikutan.... Tapi keknya tgl segitu aku balik ke pacitan kalo jadi Keinget pas naik busway turun di tebet eco park sendirian terus plonga plongo kek orang bego akhirnya jalan bentar terus lanjut nunggu busway ke lotte Kangen hari hari gabut di jkt itu.... https://t.co/YDDJoT9otw,1.86E+18,https://pbs.twimg.com/media/GcvFpCWbsAAXp1E.jpg,,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/Cahyaa954/status/1858796587230916683,1.12E+18,Cahyaa954,11/19/2024 8:56,,Pengen ikutan.... Tapi keknya tgl segitu aku balik ke pacitan kalo jadi Keinget pas naik busway turun di tebet eco park sendirian terus plonga plongo kek orang bego akhirnya jalan bentar terus lanjut nunggu busway ke lotte Kangen hari hari gabut di jkt itu.... https://t.co/YDDJoT9otw,pengen ikutan tapi keknya tgl segitu aku balik ke pacitan kalo jadi keinget pas naik busway turun di tebet eco park sendirian terus plonga plongo kek orang bego akhirnya jalan bentar terus lanjut nunggu busway ke lotte kangen hari hari gabut di jkt itu
1.81E+18,Mon Jul 08 04:26:25 +0000 2024,0,@6_arung Ada itu bus stop-nya TJ SH1. Bus Stop Simpang Rawa Kompeni Raya Prancis.,1.81E+18,,6_arung,in,Priority Seat,0,2,0,https://x.com/26Ceicei/status/1810168539552350328,124639815,26Ceicei,7/8/2024 4:26,,@6_arung Ada itu bus stop-nya TJ SH1. Bus Stop Simpang Rawa Kompeni Raya Prancis.,ada itu bus stopnya tj sh bus stop simpang rawa kompeni raya prancis
1.81E+18,Sat Jul 20 11:09:43 +0000 2024,0,Di busway ada cogan trus ngeliatin gua masa kek intense bat bjir takuttt,1.81E+18,,,in,아미엔진♡,0,0,0,https://x.com/taeddybear95/status/1814618687569338374,1535540437,taeddybear95,7/20/2024 11:09,,Di busway ada cogan trus ngeliatin gua masa kek intense bat bjir takuttt,di busway ada cogan trus ngeliatin gua masa kek intense bat bjir takuttt
1.82E+18,Thu Jul 25 12:50:14 +0000 2024,0,belom nonton aaaaaaaa masih di busway ,1.82E+18,,,in,caratland,0,0,0,https://x.com/dstetc/status/1816455920798552211,2909027574,dstetc,7/25/2024 12:50,,belom nonton aaaaaaaa masih di busway ,belom nonton aaaaaaaa masih di busway
1.84E+18,Fri Oct 11 23:25:22 +0000 2024,0,@pandade96 Saat ini rute 2A dan 6A beroperasi normal. Silakan naik Koridor 14 transit di Ps.Senen naik Koridor 2 transit di Monumen Nasional kemudian naik Koridor 1 turun di halte Bundaran HI Astra. Untuk informasi rute selengkapnya dapat diakses melalui aplikasi TJ: Transjakarta ya.^YMW,1.84E+18,,pandade96,in,DKI Jakarta,0,0,0,https://x.com/PT_Transjakarta/status/1844882012236136563,104556071,PT_Transjakarta,10/11/2024 23:25,,@pandade96 Saat ini rute 2A dan 6A beroperasi normal. Silakan naik Koridor 14 transit di Ps.Senen naik Koridor 2 transit di Monumen Nasional kemudian naik Koridor 1 turun di halte Bundaran HI Astra. Untuk informasi rute selengkapnya dapat diakses melalui aplikasi TJ: Transjakarta ya.^YMW,saat ini rute a dan a beroperasi normal silakan naik koridor transit di pssenen naik koridor transit di monumen nasional kemudian naik koridor turun di halte bundaran hi astra untuk informasi rute selengkapnya dapat diakses melalui aplikasi tj transjakarta yaymw
1.83E+18,Tue Sep 10 08:42:15 +0000 2024,0,Menunggu bis kmp Melayu-tnabg yg tak kunjung datang td turun jaklingko mengejar diblkngnya 5m dan l5m langsung pergi dr st.tnabg. bodo amat ada yg mau naek dibelakang ny. @PT_Transjakarta #transjakarta #busway https://t.co/frBzXWrzGe,1.83E+18,https://pbs.twimg.com/media/GXGi-8zbEAIK2Um.jpg,,in,,0,1,0,https://x.com/ignatiusferry/status/1833425746293100835,57559707,ignatiusferry,9/10/2024 8:42,,Menunggu bis kmp Melayu-tnabg yg tak kunjung datang td turun jaklingko mengejar diblkngnya 5m dan l5m langsung pergi dr st.tnabg. bodo amat ada yg mau naek dibelakang ny. @PT_Transjakarta #transjakarta #busway https://t.co/frBzXWrzGe,menunggu bis kmp melayutnabg yg tak kunjung datang td turun jaklingko mengejar diblkngnya m dan lm langsung pergi dr sttnabg bodo amat ada yg mau naek dibelakang ny transjakarta busway
1.81E+18,Thu Jul 04 02:25:23 +0000 2024,0,gua gatau rute busway ini bcs first time coba jalur ini semoga gak nyasar yahh,1.81E+18,,,in,Jakarta Capital Region,0,0,0,https://x.com/therow_82/status/1808688526751641853,1.27E+18,therow_82,7/4/2024 2:25,,gua gatau rute busway ini bcs first time coba jalur ini semoga gak nyasar yahh,gua gatau rute busway ini bcs first time coba jalur ini semoga gak nyasar yahh
1.84E+18,Fri Oct 11 06:11:43 +0000 2024,0,Semacet-macetnya Jakarta masih lebih nyaman naik Transjakarta dibandingkan naik motor. Emang lebih cepet bawa motor tapi lebih rungsing kepanasan di jalan.,1.84E+18,,,in,"Preanger, Indonesia",0,0,0,https://x.com/rivandiwr/status/1844621883670478917,41942398,rivandiwr,10/11/2024 6:11,,Semacet-macetnya Jakarta masih lebih nyaman naik Transjakarta dibandingkan naik motor. Emang lebih cepet bawa motor tapi lebih rungsing kepanasan di jalan.,semacetmacetnya jakarta masih lebih nyaman naik transjakarta dibandingkan naik motor emang lebih cepet bawa motor tapi lebih rungsing kepanasan di jalan
1.83E+18,Mon Sep 02 14:22:49 +0000 2024,0,wow pertama kali ak plg kerja naik tj,1.83E+18,,,in,Jakarta Capital Region,0,1,0,https://x.com/cupycakeyyy/status/1830612348786372982,305058577,cupycakeyyy,9/2/2024 14:22,,wow pertama kali ak plg kerja naik tj,wow pertama kali ak plg kerja naik tj
1.82E+18,Fri Jul 26 13:46:22 +0000 2024,0, Quota haji aja ditilep apalagi cuma jalur busway ,1.82E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/321kns/status/1816832435562176894,311273587,321kns,7/26/2024 13:46,, Quota haji aja ditilep apalagi cuma jalur busway ,quota haji aja ditilep apalagi cuma jalur busway
1.82E+18,Wed Aug 14 12:40:18 +0000 2024,0,knp tl gue kayak mendukung bgt supaya gue nangis di tj ,1.82E+18,,,in,,0,0,0,https://x.com/pewarisansifat/status/1823701177554624736,1.18E+18,pewarisansifat,8/14/2024 12:40,,knp tl gue kayak mendukung bgt supaya gue nangis di tj ,knp tl gue kayak mendukung bgt supaya gue nangis di tj
1.84E+18,Wed Oct 02 14:12:35 +0000 2024,0,Min @PT_Transjakarta rute bis dari st tanah abang ke fx sudirman dong? Dan sebaliknya dari fx sudirman ke st tanah abang,1.84E+18,,,in,"Daegu, Republic of Korea",0,1,0,https://x.com/avatarraang_/status/1841481406545113598,2943148105,avatarraang_,10/2/2024 14:12,,Min @PT_Transjakarta rute bis dari st tanah abang ke fx sudirman dong? Dan sebaliknya dari fx sudirman ke st tanah abang,min rute bis dari st tanah abang ke fx sudirman dong dan sebaliknya dari fx sudirman ke st tanah abang
1.85E+18,Sun Oct 20 13:00:12 +0000 2024,0,Baru sampe rumah dan merasa ky masuk angin..tali senang bengong di busway ternyata menyenangkan kalau dapet tempat duduk dan tetep duduk sampe turun,1.85E+18,,,in,mochi cimol bubu lala popo,0,1,0,https://x.com/sunshinediarie/status/1847986176222998967,1.40E+18,sunshinediarie,10/20/2024 13:00,,Baru sampe rumah dan merasa ky masuk angin..tali senang bengong di busway ternyata menyenangkan kalau dapet tempat duduk dan tetep duduk sampe turun,baru sampe rumah dan merasa ky masuk angintali senang bengong di busway ternyata menyenangkan kalau dapet tempat duduk dan tetep duduk sampe turun
1.85E+18,Mon Oct 28 14:13:52 +0000 2024,0,Di halte busway bunderan HI tuh ada yang stand by nawarin orang2 yang mau naik ke deck buat foto2 tapi ga punya e-money gitu ya?,1.85E+18,,,in,,0,1,0,https://x.com/lfunrzn/status/1850903817547858106,26454393,lfunrzn,10/28/2024 14:13,,Di halte busway bunderan HI tuh ada yang stand by nawarin orang2 yang mau naik ke deck buat foto2 tapi ga punya e-money gitu ya?,di halte busway bunderan hi tuh ada yang stand by nawarin orang yang mau naik ke deck buat foto tapi ga punya emoney gitu ya
1.82E+18,Sat Aug 17 19:10:11 +0000 2024,0,Tj funny asab bruh,1.82E+18,,,in,843 - 704 - 404 📍,0,0,0,https://x.com/WhoGrandson/status/1824886459318288550,1.77E+18,WhoGrandson,8/17/2024 19:10,,Tj funny asab bruh,tj funny asab bruh
1.87E+18,Sun Dec 29 10:34:11 +0000 2024,0,min mau tanya klo rute busway dri cj ke central park mall naik apa ya? @PT_Transjakarta,1.87E+18,,,in,,0,2,0,https://x.com/cheerhiyy_/status/1873316576570830900,1.45E+18,cheerhiyy_,12/29/2024 10:34,,min mau tanya klo rute busway dri cj ke central park mall naik apa ya? @PT_Transjakarta,min mau tanya klo rute busway dri cj ke central park mall naik apa ya
1.85E+18,Sun Oct 13 17:39:04 +0000 2024,0,Baru nyampe rumah jam segini sepanjang jalan ga berhenti meluk si satu ini. Di busway aja masih nangis masih gemetaran sampai sekarang saking ga percayanya https://t.co/DbsJf5XZhf,1.85E+18,https://pbs.twimg.com/media/GZyaVJ-bwAAjii1.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/darumdarindasvt/status/1845519638358351886,514399114,darumdarindasvt,10/13/2024 17:39,,Baru nyampe rumah jam segini sepanjang jalan ga berhenti meluk si satu ini. Di busway aja masih nangis masih gemetaran sampai sekarang saking ga percayanya https://t.co/DbsJf5XZhf,baru nyampe rumah jam segini sepanjang jalan ga berhenti meluk si satu ini di busway aja masih nangis masih gemetaran sampai sekarang saking ga percayanya
1.81E+18,Thu Jul 11 14:15:05 +0000 2024,0,sumpah gw masih di busway mana gk bwa airpods nnton live nya gak pake suara,1.81E+18,,,in,"iKON, PTG, TRSR ♡.",0,0,0,https://x.com/huih0e/status/1811403843852546261,1.02E+18,huih0e,7/11/2024 14:15,,sumpah gw masih di busway mana gk bwa airpods nnton live nya gak pake suara,sumpah gw masih di busway mana gk bwa airpods nnton live nya gak pake suara
1.87E+18,Tue Dec 17 03:40:24 +0000 2024,0,haloo min @PT_Transjakarta mau nanya rute tije dari pgc ke grand itc permata hijau gimana yaa?,1.87E+18,,,in,,0,1,0,https://x.com/prkwonbine/status/1868863790042972532,1.48E+18,prkwonbine,12/17/2024 3:40,,haloo min @PT_Transjakarta mau nanya rute tije dari pgc ke grand itc permata hijau gimana yaa?,haloo min mau nanya rute tije dari pgc ke grand itc permata hijau gimana yaa
1.84E+18,Wed Oct 09 08:28:28 +0000 2024,3,Di busway ketemu cowo wangi + cakep banget mau kuajak check in langsung takut lancang padahala udah basah dikit nih,1.84E+18,,,in,,0,2,0,https://x.com/frlidge/status/1843931525206958482,9.03E+17,frlidge,10/9/2024 8:28,,Di busway ketemu cowo wangi + cakep banget mau kuajak check in langsung takut lancang padahala udah basah dikit nih,di busway ketemu cowo wangi cakep banget mau kuajak check in langsung takut lancang padahala udah basah dikit nih
1.81E+18,Mon Jul 08 17:29:26 +0000 2024,0,gegara bapak busway ganti rute nih harus nya jam 11 udah sampe stasiun ini malah dibawa muter2 bjirrr kesel bangetttt,1.81E+18,,,in,,0,1,0,https://x.com/ksj_yoon/status/1810365589896180142,1.35E+18,ksj_yoon,7/8/2024 17:29,,gegara bapak busway ganti rute nih harus nya jam 11 udah sampe stasiun ini malah dibawa muter2 bjirrr kesel bangetttt,gegara bapak busway ganti rute nih harus nya jam udah sampe stasiun ini malah dibawa muter bjirrr kesel bangetttt
1.85E+18,Thu Oct 17 10:08:29 +0000 2024,0,Min tolong info rute tj dari halte bus pasar rebo ke mall central park @PT_Transjakarta,1.85E+18,,,in,,0,1,0,https://x.com/uriminhyunie/status/1846855794845012428,1.25E+18,uriminhyunie,10/17/2024 10:08,,Min tolong info rute tj dari halte bus pasar rebo ke mall central park @PT_Transjakarta,min tolong info rute tj dari halte bus pasar rebo ke mall central park
1.84E+18,Wed Oct 02 00:07:35 +0000 2024,0,Pagi ini di cawang sentral @PT_Transjakarta satu pintuu https://t.co/zDl30W9oPH,1.84E+18,https://pbs.twimg.com/ext_tw_video_thumb/1841268728731983873/pu/img/Tf7L_hJHp50S9q2q.jpg,,in,"Bogor, Jawa Barat",0,1,0,https://x.com/UltrasLineBogor/status/1841268759279096268,1.59E+18,UltrasLineBogor,10/2/2024 0:07,,Pagi ini di cawang sentral @PT_Transjakarta satu pintuu https://t.co/zDl30W9oPH,pagi ini di cawang sentral satu pintuu
1.84E+18,Tue Sep 17 11:22:06 +0000 2024,0,guee baru nemu boss riize sub indo trus gue nonton di tj sambil cekikikan pake headset,1.84E+18,,,in,nct & riize,0,1,0,https://x.com/njmlhc1306_/status/1836002687755952518,1.71E+18,njmlhc1306_,9/17/2024 11:22,,guee baru nemu boss riize sub indo trus gue nonton di tj sambil cekikikan pake headset,guee baru nemu boss riize sub indo trus gue nonton di tj sambil cekikikan pake headset
1.87E+18,Mon Dec 23 09:15:46 +0000 2024,0,agenda hari ini cuti dan lunch bentar di blokm sambil narik narik koper dari mrt-krl-transjakarta LITERALLY SEMUA MODE GUE JABANIN BIAR G gocar https://t.co/CBFKOnwj4M,1.87E+18,https://pbs.twimg.com/media/GfeQAG2bgAAEFmF.jpg,,in,"Tangerang, Indonesia",0,0,0,https://x.com/hwangppil/status/1871122517332775180,9.54E+17,hwangppil,12/23/2024 9:15,,agenda hari ini cuti dan lunch bentar di blokm sambil narik narik koper dari mrt-krl-transjakarta LITERALLY SEMUA MODE GUE JABANIN BIAR G gocar https://t.co/CBFKOnwj4M,agenda hari ini cuti dan lunch bentar di blokm sambil narik narik koper dari mrtkrltransjakarta literally semua mode gue jabanin biar g gocar
1.83E+18,Fri Sep 13 22:18:39 +0000 2024,0, HHHH SIANG KEMAYORAN ADA PENGAJIAN SORE JIS KONSER. 2 JAM AKU DIJALAN bapak supir busway pagi pagi dah ngeluh sama ak https://t.co/yKMMqjCDPD,1.83E+18,https://pbs.twimg.com/media/GXY6nefbwAEglJx.jpg,,in,,0,1,0,https://x.com/twiknletoes/status/1834718359935762522,1.32E+18,twiknletoes,9/13/2024 22:18,, HHHH SIANG KEMAYORAN ADA PENGAJIAN SORE JIS KONSER. 2 JAM AKU DIJALAN bapak supir busway pagi pagi dah ngeluh sama ak https://t.co/yKMMqjCDPD,hhhh siang kemayoran ada pengajian sore jis konser jam aku dijalan bapak supir busway pagi pagi dah ngeluh sama ak
1.82E+18,Tue Jul 23 09:30:18 +0000 2024,1,#INFOTRANSJAKARTA @PT_Transjakarta busway mogok dijalur busway halte polda metro jaya https://t.co/VlwlA77ZUk,1.82E+18,https://pbs.twimg.com/ext_tw_video_thumb/1815680803726413824/pu/img/uIJ9iU0jU5wA1uYC.jpg,,in,,0,4,0,https://x.com/nameisval/status/1815680829777137733,1.67E+18,nameisval,7/23/2024 9:30,,#INFOTRANSJAKARTA @PT_Transjakarta busway mogok dijalur busway halte polda metro jaya https://t.co/VlwlA77ZUk,infotransjakarta busway mogok dijalur busway halte polda metro jaya
1.84E+18,Thu Oct 10 08:10:42 +0000 2024,2,Gerakan #BacadiTransum udh dari lama banget aku lakuin. Karena bawa buku kemana2 soalnya takut bosen aja kalo main hape terus. Tpi gak enaknya kalo lagi part yg seru gak bisa teriak2 / guling2 Foto2 ini aku baca di Angkot di Kereta di LRT dan busway gak ada fotonya huhu https://t.co/qNFWqzaysc,1.84E+18,https://pbs.twimg.com/media/GZg7dKyaAAIwy1A.jpg,,in,"Jakarta, Indonesia",1,0,1,https://x.com/liiaaa_/status/1844289439687901593,912042943,liiaaa_,10/10/2024 8:10,,Gerakan #BacadiTransum udh dari lama banget aku lakuin. Karena bawa buku kemana2 soalnya takut bosen aja kalo main hape terus. Tpi gak enaknya kalo lagi part yg seru gak bisa teriak2 / guling2 Foto2 ini aku baca di Angkot di Kereta di LRT dan busway gak ada fotonya huhu https://t.co/qNFWqzaysc,gerakan bacaditransum udh dari lama banget aku lakuin karena bawa buku kemana soalnya takut bosen aja kalo main hape terus tpi gak enaknya kalo lagi part yg seru gak bisa teriak guling foto ini aku baca di angkot di kereta di lrt dan busway gak ada fotonya huhu
1.87E+18,Sun Dec 29 11:38:05 +0000 2024,0,Min @PT_Transjakarta untuk info real-time posisi bus di apps TJ tolong jangan dihilangin yaa kalo bisa di kembangin terus soalnya ngebantu banget pliss,1.87E+18,,,in,Indonesia 🇮🇩,0,1,0,https://x.com/brvkey666/status/1873332659503714347,1.70E+18,brvkey666,12/29/2024 11:38,,Min @PT_Transjakarta untuk info real-time posisi bus di apps TJ tolong jangan dihilangin yaa kalo bisa di kembangin terus soalnya ngebantu banget pliss,min untuk info realtime posisi bus di apps tj tolong jangan dihilangin yaa kalo bisa di kembangin terus soalnya ngebantu banget pliss
1.82E+18,Mon Aug 05 22:34:52 +0000 2024,0,tj bulu keteknya jir ,1.82E+18,,,in,she/her,0,0,0,https://x.com/velvetrde/status/1820589316306829688,1.25E+18,velvetrde,8/5/2024 22:34,,tj bulu keteknya jir ,tj bulu keteknya jir
1.85E+18,Fri Oct 25 06:21:35 +0000 2024,0,Mobil Damkar Lewat Jalur Busway Bus TransJakarta di Depannya Langsung Mengalah Panen Pujian https://t.co/57KdNq5HUa,1.85E+18,,,in,Indonesia,0,0,0,https://x.com/merdekadotcom/status/1849697799295860839,456426648,merdekadotcom,10/25/2024 6:21,,Mobil Damkar Lewat Jalur Busway Bus TransJakarta di Depannya Langsung Mengalah Panen Pujian https://t.co/57KdNq5HUa,mobil damkar lewat jalur busway bus transjakarta di depannya langsung mengalah panen pujian
1.81E+18,Mon Jul 08 11:30:12 +0000 2024,0,huft pulang naik busway apa kereta niiii masi seniiinnnnn,1.81E+18,,,in,,0,0,0,https://x.com/hanaalfh/status/1810275188774453581,96484916,hanaalfh,7/8/2024 11:30,,huft pulang naik busway apa kereta niiii masi seniiinnnnn,huft pulang naik busway apa kereta niiii masi seniiinnnnn
1.87E+18,Fri Dec 20 23:36:28 +0000 2024,1,@Jillian13373743 Hai kak. Saat ini rute 5D beroperasi normal melayani pelanggan. Untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi TJ: Transjakarta pada Playstore atau Appstore ya kak. Terima kasih ^DN,1.87E+18,,Jillian13373743,in,DKI Jakarta,0,0,0,https://x.com/PT_Transjakarta/status/1870251957278867847,104556071,PT_Transjakarta,12/20/2024 23:36,,@Jillian13373743 Hai kak. Saat ini rute 5D beroperasi normal melayani pelanggan. Untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi TJ: Transjakarta pada Playstore atau Appstore ya kak. Terima kasih ^DN,hai kak saat ini rute d beroperasi normal melayani pelanggan untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih dn
1.87E+18,Thu Dec 19 13:27:23 +0000 2024,1,sumpah gw benci banget sama konsep tap in tap out transjakarta karena gw udah tap in pasti kepotong giliran mau tap out malah kepotong jg jatohnya gw tap in 2x monyettttt,1.87E+18,,,in,selective.,0,1,0,https://x.com/xximyoungxx/status/1869736288657739860,2826496093,xximyoungxx,12/19/2024 13:27,,sumpah gw benci banget sama konsep tap in tap out transjakarta karena gw udah tap in pasti kepotong giliran mau tap out malah kepotong jg jatohnya gw tap in 2x monyettttt,sumpah gw benci banget sama konsep tap in tap out transjakarta karena gw udah tap in pasti kepotong giliran mau tap out malah kepotong jg jatohnya gw tap in x monyettttt
1.85E+18,Mon Oct 28 04:27:21 +0000 2024,0,Semalem pas lagi nganterin adek gw ngeliat ibu-ibu bawa motor lewat jalur busway posisinya di depan dia ada bus TJ dan di belakangnya ada truk pasir. Terus gw bilang kalo aja tiba-tiba bus TJ nya ngerem mendadak dan truk pasirnya rem blong udah jadi geprek tuh ibu-ibu. ,1.85E+18,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/AditPiko/status/1850756214399074547,118938262,AditPiko,10/28/2024 4:27,,Semalem pas lagi nganterin adek gw ngeliat ibu-ibu bawa motor lewat jalur busway posisinya di depan dia ada bus TJ dan di belakangnya ada truk pasir. Terus gw bilang kalo aja tiba-tiba bus TJ nya ngerem mendadak dan truk pasirnya rem blong udah jadi geprek tuh ibu-ibu. ,semalem pas lagi nganterin adek gw ngeliat ibuibu bawa motor lewat jalur busway posisinya di depan dia ada bus tj dan di belakangnya ada truk pasir terus gw bilang kalo aja tibatiba bus tj nya ngerem mendadak dan truk pasirnya rem blong udah jadi geprek tuh ibuibu
1.82E+18,Fri Aug 16 17:07:16 +0000 2024,2,tj maxx is dangerous https://t.co/VWl4nV5ORF,1.82E+18,https://pbs.twimg.com/media/GVHm1h0WoAAUsWR.jpg,,in,pfp mlpfim any prns,0,1,0,https://x.com/kodiekals/status/1824493137475063981,1.53E+18,kodiekals,8/16/2024 17:07,,tj maxx is dangerous https://t.co/VWl4nV5ORF,tj maxx is dangerous
1.87E+18,Sat Dec 28 10:54:40 +0000 2024,0,Ini jalan khusus busway dari PIM sampe Lebak bulus kok gak ada sign merah di aspalnya ya? Rusak? Atau emang sengaja dipudarin yak warnanya. Biar mobil2 daerah PIM situ gak keganggu sama transportasi umum? @PT_Transjakarta,1.87E+18,,,in,Indonesia,0,3,0,https://x.com/SarahAnr/status/1872959343689383947,117695628,SarahAnr,12/28/2024 10:54,,Ini jalan khusus busway dari PIM sampe Lebak bulus kok gak ada sign merah di aspalnya ya? Rusak? Atau emang sengaja dipudarin yak warnanya. Biar mobil2 daerah PIM situ gak keganggu sama transportasi umum? @PT_Transjakarta,ini jalan khusus busway dari pim sampe lebak bulus kok gak ada sign merah di aspalnya ya rusak atau emang sengaja dipudarin yak warnanya biar mobil daerah pim situ gak keganggu sama transportasi umum
1.84E+18,Sat Oct 05 15:00:19 +0000 2024,4,Si akang arsitek teh pernah belajar konsep ruang terbuka ada aliran udara segar? Nah ini yang justru yang sudah ada di halte2 TransJakarta. Make diganti pake AC? Da bukan cuman masang AC yg berpengaruh ke iklim global plus biaya set-up halte jadi ruangan AC tertutup. Duit lagi!,1.84E+18,,,in,Perbatasan Uranus,0,0,0,https://x.com/Kamaestungkara/status/1842580583580615023,1.70E+18,Kamaestungkara,10/5/2024 15:00,,Si akang arsitek teh pernah belajar konsep ruang terbuka ada aliran udara segar? Nah ini yang justru yang sudah ada di halte2 TransJakarta. Make diganti pake AC? Da bukan cuman masang AC yg berpengaruh ke iklim global plus biaya set-up halte jadi ruangan AC tertutup. Duit lagi!,si akang arsitek teh pernah belajar konsep ruang terbuka ada aliran udara segar nah ini yang justru yang sudah ada di halte transjakarta make diganti pake ac da bukan cuman masang ac yg berpengaruh ke iklim global plus biaya setup halte jadi ruangan ac tertutup duit lagi
1.87E+18,Mon Dec 23 02:14:49 +0000 2024,0,tadi liat banyak bgt unit S21 yg model bisnya baru (baru di per S21-S22) yg mobil listri dan pintunya rendah itu. berarti trayek S21 nantinya engga akan berhenti di halte2 yg level pijakannya itu tinggi ya min @PT_Transjakarta ? aku ngga update pdhl 4 hari lalu masih naik tj,1.87E+18,,,in,everywhere,0,4,0,https://x.com/kebohejoreborn/status/1871016579716247837,1.51E+18,kebohejoreborn,12/23/2024 2:14,,tadi liat banyak bgt unit S21 yg model bisnya baru (baru di per S21-S22) yg mobil listri dan pintunya rendah itu. berarti trayek S21 nantinya engga akan berhenti di halte2 yg level pijakannya itu tinggi ya min @PT_Transjakarta ? aku ngga update pdhl 4 hari lalu masih naik tj,tadi liat banyak bgt unit s yg model bisnya baru baru di per ss yg mobil listri dan pintunya rendah itu berarti trayek s nantinya engga akan berhenti di halte yg level pijakannya itu tinggi ya min aku ngga update pdhl hari lalu masih naik tj
1.85E+18,Wed Oct 30 23:09:05 +0000 2024,0,Izin bertanya @PT_Transjakarta emang boleh naek bus tj tdk dari halte naek dari bawah? udah 4 hari ini tj 9c berangkat dr pngranti jam 5.02 or 5.03 pagi kursi belakang udah terisi orang dgn c3lana pdl warna krem dgn sepatu pdl (mirip pramusapa tj?) yg tdk naik dr pintu halte?,1.85E+18,,,in,krakatau,0,1,0,https://x.com/raka_krakatau/status/1851763281863835988,721879422,raka_krakatau,10/30/2024 23:09,,Izin bertanya @PT_Transjakarta emang boleh naek bus tj tdk dari halte naek dari bawah? udah 4 hari ini tj 9c berangkat dr pngranti jam 5.02 or 5.03 pagi kursi belakang udah terisi orang dgn c3lana pdl warna krem dgn sepatu pdl (mirip pramusapa tj?) yg tdk naik dr pintu halte?,izin bertanya emang boleh naek bus tj tdk dari halte naek dari bawah udah hari ini tj c berangkat dr pngranti jam or pagi kursi belakang udah terisi orang dgn clana pdl warna krem dgn sepatu pdl mirip pramusapa tj yg tdk naik dr pintu halte
1.84E+18,Wed Oct 02 04:11:40 +0000 2024,0,Halo admin @PT_Transjakarta mau tanya. Kalau mau ke daerah Permata Hijau Bellezza BSA Jl. Jenderal Soepeno naik TJ dari terminal mana dan turun di mana ya? Kode bis nya berapa? Terima kasih.,1.84E+18,,,in,,0,1,0,https://x.com/pecandubaca/status/1841330183955231192,326610676,pecandubaca,10/2/2024 4:11,,Halo admin @PT_Transjakarta mau tanya. Kalau mau ke daerah Permata Hijau Bellezza BSA Jl. Jenderal Soepeno naik TJ dari terminal mana dan turun di mana ya? Kode bis nya berapa? Terima kasih.,halo admin mau tanya kalau mau ke daerah permata hijau bellezza bsa jl jenderal soepeno naik tj dari terminal mana dan turun di mana ya kode bis nya berapa terima kasih
