id,created_at,username,full_text,retweets,likes,lang,original_tweet,cleaned_full_text,rand
1.92E+18,Fri May 16 13:46:05 +0000 2025,galupati,mantep juga transjakarta dah ada jurusan jatiasih😭 makin macet aje jatiasih...,0,0,in,mantep juga transjakarta dah ada jurusan jatiasih😭 makin macet aje jatiasih...,mantep juga transjakarta dah ada jurusan jatiasih makin macet aje jatiasih . . .,0.060041223
1.92E+18,Thu May 08 13:20:03 +0000 2025,penghuniyks,"@pras18ter @elisa_jkt lah klo gt tj gausa sampe ke jabar dah, jakarta aja sini masi banyak yg blom kebagian rute",2,11,in,"@pras18ter @elisa_jkt lah klo gt tj gausa sampe ke jabar dah, jakarta aja sini masi banyak yg blom kebagian rute","lah klo gt tj gausa sampe ke jabar dah , jakarta aja sini masi banyak yg blom kebagian rute",0.060385035
1.92E+18,Tue May 06 15:44:18 +0000 2025,hewancrossing,aku yg di dalem Transjakarta lagi pake TWS dengerin JJ angkot,0,0,in,aku yg di dalem Transjakarta lagi pake TWS dengerin JJ angkot,aku yg di dalem Transjakarta lagi pake TWS dengerin JJ angkot,0.060854861
1.92E+18,Wed May 14 11:34:09 +0000 2025,princejolieee,"TWITTER DO UR MAGIC PLS! 🥹 Dear mas kamu yg barengan sama aku di LRT dari MKG sampe Velodrome, yg pake headset, yg pake kemeja crop bunga2, trs kita dadah2an pas kamu jalan ke halte bus TJ Pemuda Rawamangun Ini akun aku yaahhh!!! Pls DM aja 🥹",3,13,in,"TWITTER DO UR MAGIC PLS! 🥹 Dear mas kamu yg barengan sama aku di LRT dari MKG sampe Velodrome, yg pake headset, yg pake kemeja crop bunga2, trs kita dadah2an pas kamu jalan ke halte bus TJ Pemuda Rawamangun Ini akun aku yaahhh!!! Pls DM aja 🥹","TWITTER DO UR MAGIC PLS ! Dear mas kamu yg barengan sama aku di LRT dari MKG sampe Velodrome , yg pake headset , yg pake kemeja crop bunga2 , trs kita dadah2an pas kamu jalan ke halte bus TJ Pemuda Rawamangun Ini akun aku yaahhh ! ! ! Pls DM aja",0.06100467
1.92E+18,Thu May 08 14:39:39 +0000 2025,creatievs,min kalo ke central park naik tj dari kalideres koridor berapa yaa min? @PT_Transjakarta,0,0,in,min kalo ke central park naik tj dari kalideres koridor berapa yaa min? @PT_Transjakarta,min kalo ke central park naik tj dari kalideres koridor berapa yaa min ? pt_transjakarta,0.061305687
1.92E+18,Mon May 12 03:12:57 +0000 2025,gathi_dwi,@Zulfan_Hakim @neVerAl0nely @gojekindonesia Sori sayang aku punya .mobil wkwkwk kalo naek transportasi umum juga keseringan busway karena murah turunnya juga dihalte depan kantorku wkwkwk  belom pernah naek grab atau gojek atau Maxim wkwkwk,0,0,in,@Zulfan_Hakim @neVerAl0nely @gojekindonesia Sori sayang aku punya .mobil wkwkwk kalo naek transportasi umum juga keseringan busway karena murah turunnya juga dihalte depan kantorku wkwkwk  belom pernah naek grab atau gojek atau Maxim wkwkwk,Sori sayang aku punya . mobil wkwkwk kalo naek transportasi umum juga keseringan busway karena murah turunnya juga dihalte depan kantorku wkwkwk belom pernah naek grab atau gojek atau Maxim wkwkwk,0.061931532
1.92E+18,Wed May 14 11:39:46 +0000 2025,princejolieee,"Sumpah bingung bgttt gmn tadi mau kenal sm dia 😭 tadi gw sama temen gw cewe, dia awalnya sendiri, tp trs sm temen2nya, cuman kami searah sampe velodrome, eh tp ternyata dia ke arah halte TJ Pemuda 😅 bisa ga ya dia nemuin gue 🤣",0,2,in,"Sumpah bingung bgttt gmn tadi mau kenal sm dia 😭 tadi gw sama temen gw cewe, dia awalnya sendiri, tp trs sm temen2nya, cuman kami searah sampe velodrome, eh tp ternyata dia ke arah halte TJ Pemuda 😅 bisa ga ya dia nemuin gue 🤣","Sumpah bingung bgttt gmn tadi mau kenal sm dia tadi gw sama temen gw cewe , dia awalnya sendiri , tp trs sm temen2nya , cuman kami searah sampe velodrome , eh tp ternyata dia ke arah halte TJ Pemuda bisa ga ya dia nemuin gue",0.062075733
1.92E+18,Fri May 16 06:48:39 +0000 2025,dishubjakarta,"Layanan ini adalah kerja sama Pemerintah Provinsi DKI Jakarta dengan Pemerintah Kota Bekasi dengan menghubungkan Kota Bekasi dengan transportasi publik di Kawasan Simpul Transportasi Cawang seperi Transjakarta, KRL, LRT Jabodebek, dan moda lainnya.",1,2,in,"Layanan ini adalah kerja sama Pemerintah Provinsi DKI Jakarta dengan Pemerintah Kota Bekasi dengan menghubungkan Kota Bekasi dengan transportasi publik di Kawasan Simpul Transportasi Cawang seperi Transjakarta, KRL, LRT Jabodebek, dan moda lainnya.","Layanan ini adalah kerja sama Pemerintah Provinsi DKI Jakarta dengan Pemerintah Kota Bekasi dengan menghubungkan Kota Bekasi dengan transportasi publik di Kawasan Simpul Transportasi Cawang seperi Transjakarta , KRL , LRT Jabodebek , dan moda lainnya .",0.062610561
1.92E+18,Mon May 12 03:36:20 +0000 2025,fairiesdies2,"Waktu sblm kerja dan lulus sekolah, sebulan sekali pasti ngajak adekku main ke mall buat makan enakk &amp; keliling jakarta naik TJ, sekrg doi udh ada pacar dan beli motor baru hasil dia kerja, tugasku jd kakak cuma tinggal ngawasin aja dan ngasih nasehat, kalau bukan aku siapa lg",0,1,in,"Waktu sblm kerja dan lulus sekolah, sebulan sekali pasti ngajak adekku main ke mall buat makan enakk &amp; keliling jakarta naik TJ, sekrg doi udh ada pacar dan beli motor baru hasil dia kerja, tugasku jd kakak cuma tinggal ngawasin aja dan ngasih nasehat, kalau bukan aku siapa lg","Waktu sblm kerja dan lulus sekolah , sebulan sekali pasti ngajak adekku main ke mall buat makan enakk & keliling jakarta naik TJ , sekrg doi udh ada pacar dan beli motor baru hasil dia kerja , tugasku jd kakak cuma tinggal ngawasin aja dan ngasih nasehat , kalau bukan aku siapa lg",0.062828508
1.92E+18,Sat May 10 12:23:26 +0000 2025,height178cm,@JoUnct93840 Biasanya naik busway muter2,0,0,in,@JoUnct93840 Biasanya naik busway muter2,Biasanya naik busway muter2,0.063015034
1.92E+18,Fri May 16 08:47:07 +0000 2025,tanyakanrl,"💚 Hallo, teman-teman! Kalau diantara temen-temen pengguna bus transjakarta  yang memenuhi kriteria berikut dan berkenan di wawancarai untuk penelitian rep yaa Terima kasih banyaak atas bantuannyaa, https://t.co/xWUvZk3eJb",2,3,in,"💚 Hallo, teman-teman! Kalau diantara temen-temen pengguna bus transjakarta  yang memenuhi kriteria berikut dan berkenan di wawancarai untuk penelitian rep yaa Terima kasih banyaak atas bantuannyaa, https://t.co/xWUvZk3eJb","Hallo , teman - teman ! Kalau diantara temen - temen pengguna bus transjakarta yang memenuhi kriteria berikut dan berkenan di wawancarai untuk penelitian rep yaa Terima kasih banyaak atas bantuannyaa ,",0.063475373
1.92E+18,Wed May 14 23:58:50 +0000 2025,ILoveYeoui,gua kira dr malem mual grgr mabok darat tj/ masuk angin. Ampe pagi masih huak huek.  Taunya Aslam gua KUMATTTT,0,0,in,gua kira dr malem mual grgr mabok darat tj/ masuk angin. Ampe pagi masih huak huek.  Taunya Aslam gua KUMATTTT,gua kira dr malem mual grgr mabok darat tj / masuk angin . Ampe pagi masih huak huek . Taunya Aslam gua KUMATTTT,0.063520665
1.92E+18,Fri May 16 11:26:27 +0000 2025,CherylBishop33,@KREFsports Stop it TJ,0,2,in,@KREFsports Stop it TJ,Stop it TJ,0.063994012
1.92E+18,Fri May 16 06:51:19 +0000 2025,iyaakuberuang,min mau tanya maaf nanya mulu masi bingung naik tj huhu kalo dr petukangan dmasiv ke mall the pejaten park gimanaa @PT_Transjakarta makasih min,0,0,in,min mau tanya maaf nanya mulu masi bingung naik tj huhu kalo dr petukangan dmasiv ke mall the pejaten park gimanaa @PT_Transjakarta makasih min,min mau tanya maaf nanya mulu masi bingung naik tj huhu kalo dr petukangan dmasiv ke mall the pejaten park gimanaa pt_transjakarta makasih min,0.064377718
1.92E+18,Wed May 14 14:19:33 +0000 2025,muplihh1,"@fajajarann_ @kozirama real kemarin ada yg komplen bus TJ gradakan jalanya, digaslight “harga 3500 mau dapet apasih, naik taxi aja”",0,0,in,"@fajajarann_ @kozirama real kemarin ada yg komplen bus TJ gradakan jalanya, digaslight “harga 3500 mau dapet apasih, naik taxi aja”","real kemarin ada yg komplen bus TJ gradakan jalanya , digaslight harga 3500 mau dapet apasih , naik taxi aja",0.064405625
1.92E+18,Fri May 16 21:44:00 +0000 2025,PanggilajaJoand,@_Kou106 @hammmmz21 @KABAR_CHELSEA Lu kira madu Tj bukan RW ? LW chelsea malah itungannya gak ada. Sancho juga akhir musim dibalikkin,0,0,in,@_Kou106 @hammmmz21 @KABAR_CHELSEA Lu kira madu Tj bukan RW ? LW chelsea malah itungannya gak ada. Sancho juga akhir musim dibalikkin,Lu kira madu Tj bukan RW ? LW chelsea malah itungannya gak ada . Sancho juga akhir musim dibalikkin,0.065723235
1.92E+18,Sat May 10 11:53:19 +0000 2025,Seraphinell,@Escargot_missu Lagi di tj 🥲,0,1,in,@Escargot_missu Lagi di tj 🥲,Lagi di tj,0.065913866
1.92E+18,Sat May 10 09:24:48 +0000 2025,crosstela,"terima kasih banyak koridor 5 atau 5D, karena aku jadi tau spot duduk terbaik buat aku bengong kalo mau keliling naik tj seharian ✨",0,0,in,"terima kasih banyak koridor 5 atau 5D, karena aku jadi tau spot duduk terbaik buat aku bengong kalo mau keliling naik tj seharian ✨","terima kasih banyak koridor 5 atau 5D , karena aku jadi tau spot duduk terbaik buat aku bengong kalo mau keliling naik tj seharian",0.066109367
1.92E+18,Wed May 14 11:29:41 +0000 2025,cupcupites,"Stres udh hampir 30 menit w stuck di daan mogot, jalanan tj juga bener2 kaga gerak",0,0,in,"Stres udh hampir 30 menit w stuck di daan mogot, jalanan tj juga bener2 kaga gerak","Stres udh hampir 30 menit w stuck di daan mogot , jalanan tj juga bener2 kaga gerak",0.06618806
1.92E+18,Wed May 14 16:02:52 +0000 2025,loveliestata,"Emg sebenernya utk transportasi umum di jakarta (karena gw hidupnya bekasi-jakarta), utk transjakarta tuh.... ga banget sih nunggunya :) kalo krl, mrt sama lrt masih ketolong bgt walaupun armadanya khususon krl harusnya lebih banyak yah :) tp ya no big deal lah bagi gua",0,0,in,"Emg sebenernya utk transportasi umum di jakarta (karena gw hidupnya bekasi-jakarta), utk transjakarta tuh.... ga banget sih nunggunya :) kalo krl, mrt sama lrt masih ketolong bgt walaupun armadanya khususon krl harusnya lebih banyak yah :) tp ya no big deal lah bagi gua","Emg sebenernya utk transportasi umum di jakarta ( karena gw hidupnya bekasi - jakarta ) , utk transjakarta tuh . . . . ga banget sih nunggunya : ) kalo krl , mrt sama lrt masih ketolong bgt walaupun armadanya khususon krl harusnya lebih banyak yah : ) tp ya no big deal lah bagi gua",0.066237027
1.92E+18,Fri May 16 03:28:46 +0000 2025,lumiayaka,"Jalur busway ternajiss, sebel bgt lama",1,1,in,"Jalur busway ternajiss, sebel bgt lama","Jalur busway ternajiss , sebel bgt lama",0.066336906
1.92E+18,Thu May 08 15:11:56 +0000 2025,tiarazanky,"hampir tiap malam w dijmpt bapak w di halte, w merasa senang sih soalnya irit ongkos😌 kalo mau jmpt di kantor, w lebih seneng lg, jadi gaperlu cape2 nunggu tj gua yg lama banget itu😌",0,1,in,"hampir tiap malam w dijmpt bapak w di halte, w merasa senang sih soalnya irit ongkos😌 kalo mau jmpt di kantor, w lebih seneng lg, jadi gaperlu cape2 nunggu tj gua yg lama banget itu😌","hampir tiap malam w dijmpt bapak w di halte , w merasa senang sih soalnya irit ongkos kalo mau jmpt di kantor , w lebih seneng lg , jadi gaperlu cape2 nunggu tj gua yg lama banget itu",0.066512796
1.92E+18,Wed May 14 13:18:33 +0000 2025,FEVERiscoming,Sumpah kotwis kalian bener2 payah bgt nolak rute tj-_-,0,1,in,Sumpah kotwis kalian bener2 payah bgt nolak rute tj-_-,Sumpah kotwis kalian bener2 payah bgt nolak rute tj - _ -,0.067513555
1.92E+18,Tue May 06 13:25:00 +0000 2025,cherrieslagoon,@yeyoclhoi EH TJ GUE NIH KALO BALIK DARI BLOK M,0,0,in,@yeyoclhoi EH TJ GUE NIH KALO BALIK DARI BLOK M,EH TJ GUE NIH KALO BALIK DARI BLOK M,0.068136814
1.92E+18,Mon May 12 03:49:11 +0000 2025,olie9arki,"Ya Allah, bisa gak sih kl ada agenda pergi tuh part mandi, pilih baju, make up, jalan ke halte, nunggu TJ, dll nya tuh di-skip? Badmood duluan ngebayanginnya, CAPEEEEEEK.",0,4,in,"Ya Allah, bisa gak sih kl ada agenda pergi tuh part mandi, pilih baju, make up, jalan ke halte, nunggu TJ, dll nya tuh di-skip? Badmood duluan ngebayanginnya, CAPEEEEEEK.","Ya Allah , bisa gak sih kl ada agenda pergi tuh part mandi , pilih baju , make up , jalan ke halte , nunggu TJ , dll nya tuh di - skip ? Badmood duluan ngebayanginnya , CAPEEEEEEK .",0.068628517
1.92E+18,Wed May 14 12:30:39 +0000 2025,ndarararari,@taesanmilk iya anjir gua mau nonton di tj jg kagak bisa karna serame itu 😭😭,0,0,in,@taesanmilk iya anjir gua mau nonton di tj jg kagak bisa karna serame itu 😭😭,iya anjir gua mau nonton di tj jg kagak bisa karna serame itu,0.068892473
1.92E+18,Wed May 14 14:31:35 +0000 2025,melancholielss,knp gue selalu ketemu cowo yg lucu di busway and i will never see him again after that,0,0,in,knp gue selalu ketemu cowo yg lucu di busway and i will never see him again after that,knp gue selalu ketemu cowo yg lucu di busway and i will never see him again after that,0.069749783
1.92E+18,Mon May 12 11:34:05 +0000 2025,hutasoitjosua09,@tfbekasiraya Spill Jalur Halte TJ nya min,0,0,in,@tfbekasiraya Spill Jalur Halte TJ nya min,Spill Jalur Halte TJ nya min,0.069927537
1.92E+18,Sat May 10 13:19:46 +0000 2025,BROmancefess,Gais ada yg mau call sambil temenin jalan kaki sampe rumah ga? Tapi nanti kalo udah keluar halte  wkwk sekarang masih di TJ. Palingan dm-an dulu. Rep aja nanti gw like ya sender pake pp kosongan by!,0,3,in,Gais ada yg mau call sambil temenin jalan kaki sampe rumah ga? Tapi nanti kalo udah keluar halte  wkwk sekarang masih di TJ. Palingan dm-an dulu. Rep aja nanti gw like ya sender pake pp kosongan by!,Gais ada yg mau call sambil temenin jalan kaki sampe rumah ga ? Tapi nanti kalo udah keluar halte wkwk sekarang masih di TJ . Palingan dm - an dulu . Rep aja nanti gw like ya sender pake pp kosongan by !,0.07049268
1.92E+18,Sat May 10 06:41:24 +0000 2025,BungaW52952,shemale or ladyboy/ waria jakarta selatan kuningan. my call or wa : +628818871900 #wariajakarta #shemalejakarta #ladyboyjakarta #Transjakarta https://t.co/1ZfBkZHHcY,1,12,in,shemale or ladyboy/ waria jakarta selatan kuningan. my call or wa : +628818871900 #wariajakarta #shemalejakarta #ladyboyjakarta #Transjakarta https://t.co/1ZfBkZHHcY,shemale or ladyboy / waria jakarta selatan kuningan . my call or wa : + 628818871900,0.070643373
1.92E+18,Mon May 12 06:53:26 +0000 2025,OniSuryaman,"@matchanyasatuu Sama jarak antar haltenya yg terlalu jauh. Kadang gak manusiawi. Contoh Transjakarta, yg jarak haltenya lebih masuk akal",0,0,in,"@matchanyasatuu Sama jarak antar haltenya yg terlalu jauh. Kadang gak manusiawi. Contoh Transjakarta, yg jarak haltenya lebih masuk akal","Sama jarak antar haltenya yg terlalu jauh . Kadang gak manusiawi . Contoh Transjakarta , yg jarak haltenya lebih masuk akal",0.071241454
1.92E+18,Mon May 12 13:14:48 +0000 2025,garudatvnews,"Sebuah momen kebersamaan terekam saat sopir bus Transjakarta, penumpang, warga yang melintas, dan petugas kepolisian bergotong royong mengevakuasi pohon tumbang di kawasan Semanggi, Jakarta.   Kejadian ini menunjukkan solidaritas dan kepedulian antarwarga dalam menghadapi situasi darurat, sekaligus mempercepat proses penanganan agar lalu lintas kembali lancar.  Video | Naskah: @inibaruwaw_id (ig) | Putri  Editor | Admin: Xatrya | Farraa   Saksikan Garuda TV di Free to Air atau Streaming melalui:  https://t.co/8OYe9W7AgR | YouTube Garuda TV | X @garudatvnews | Aplikasi Vidio | WeTV (Wewatch) | IndiHome CH111 | Transvision CH824 | FirstMedia CH45  #garudatv #laporan8 #AksiSopirHebat #TransJakarta #EvakuasiPohon #WargaTangguh #JakartaPunyaCerita #ViralJakarta #SolidaritasWarga #BeraniPeduli #MomenLangka #AksiNyata",0,0,in,"Sebuah momen kebersamaan terekam saat sopir bus Transjakarta, penumpang, warga yang melintas, dan petugas kepolisian bergotong royong mengevakuasi pohon tumbang di kawasan Semanggi, Jakarta.   Kejadian ini menunjukkan solidaritas dan kepedulian antarwarga dalam menghadapi situasi darurat, sekaligus mempercepat proses penanganan agar lalu lintas kembali lancar.  Video | Naskah: @inibaruwaw_id (ig) | Putri  Editor | Admin: Xatrya | Farraa   Saksikan Garuda TV di Free to Air atau Streaming melalui:  https://t.co/8OYe9W7AgR | YouTube Garuda TV | X @garudatvnews | Aplikasi Vidio | WeTV (Wewatch) | IndiHome CH111 | Transvision CH824 | FirstMedia CH45  #garudatv #laporan8 #AksiSopirHebat #TransJakarta #EvakuasiPohon #WargaTangguh #JakartaPunyaCerita #ViralJakarta #SolidaritasWarga #BeraniPeduli #MomenLangka #AksiNyata","Sebuah momen kebersamaan terekam saat sopir bus Transjakarta , penumpang , warga yang melintas , dan petugas kepolisian bergotong royong mengevakuasi pohon tumbang di kawasan Semanggi , Jakarta . Kejadian ini menunjukkan solidaritas dan kepedulian antarwarga dalam menghadapi situasi darurat , sekaligus mempercepat proses penanganan agar lalu lintas kembali lancar . Video | Naskah : ( ig ) | Putri Editor | Admin : Xatrya | Farraa Saksikan Garuda TV di Free to Air atau Streaming melalui : | YouTube Garuda TV | X | Aplikasi Vidio | WeTV ( Wewatch ) | IndiHome CH111 | Transvision CH824 | FirstMedia CH45",0.071871806
1.92E+18,Mon May 12 04:24:49 +0000 2025,onlymanusiaaaa,@PT_Transjakarta min dari halte tj.priuk ke halte pasar tanah abang naik apa? @PT_Transjakarta,0,0,in,@PT_Transjakarta min dari halte tj.priuk ke halte pasar tanah abang naik apa? @PT_Transjakarta,pt_transjakarta min dari halte tj . priuk ke halte pasar tanah abang naik apa ? pt_transjakarta,0.072518001
1.92E+18,Sat May 10 05:22:52 +0000 2025,casssmew,Jalan di Pancoran — Pasming lagi macet parah dan depan lu bus TJ 2 biji,0,0,in,Jalan di Pancoran — Pasming lagi macet parah dan depan lu bus TJ 2 biji,Jalan di Pancoran Pasming lagi macet parah dan depan lu bus TJ 2 biji,0.072785029
1.92E+18,Mon May 12 07:58:45 +0000 2025,ransnowys,#2 📍 cod st tj barat makasih kak!^^ https://t.co/O98jq1tpRr,0,0,in,#2 📍 cod st tj barat makasih kak!^^ https://t.co/O98jq1tpRr,cod st tj barat makasih kak ! ^ ^,0.072961905
1.92E+18,Sat May 10 22:35:38 +0000 2025,Erdby_,"@pakupakuan Blok M, Keliling naik TJ / MRT, GI, GBK",0,0,in,"@pakupakuan Blok M, Keliling naik TJ / MRT, GI, GBK","Blok M , Keliling naik TJ / MRT , GI , GBK",0.074633214
1.92E+18,Fri May 16 06:40:49 +0000 2025,estusudun,"Asik naik rute B41 Vida-Cawang TJ yang baru launching👀 Suka bgt mana dapet yang vintage, atau emang tj baru modelnya begini semua? https://t.co/4zPpirVoh4",0,1,in,"Asik naik rute B41 Vida-Cawang TJ yang baru launching👀 Suka bgt mana dapet yang vintage, atau emang tj baru modelnya begini semua? https://t.co/4zPpirVoh4","Asik naik rute B41 Vida - Cawang TJ yang baru launching Suka bgt mana dapet yang vintage , atau emang tj baru modelnya begini semua ?",0.075030645
1.92E+18,Wed May 14 13:46:49 +0000 2025,chenletofu_,"This kakak encourage me to be yakin pake gantungan banyak di tas, berangkat bawa 4 pulang sisa 2 gara2 gue kegencet di TJ, sial bener lah ini hidup",0,0,in,"This kakak encourage me to be yakin pake gantungan banyak di tas, berangkat bawa 4 pulang sisa 2 gara2 gue kegencet di TJ, sial bener lah ini hidup","This kakak encourage me to be yakin pake gantungan banyak di tas , berangkat bawa 4 pulang sisa 2 gara2 gue kegencet di TJ , sial bener lah ini hidup",0.07512372
1.92E+18,Mon May 12 17:08:34 +0000 2025,rizki8655615399,@ronijaelani122 @San_chickenwing @ARSIPAJA Mending jakarta 90T jadi .... ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,0,0,in,@ronijaelani122 @San_chickenwing @ARSIPAJA Mending jakarta 90T jadi .... ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,Mending jakarta 90T jadi . . . . ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd . . emng jabar gk punya trasum wkwkkwk . . lu terlalu fanatik sama yang cari muka,0.075374906
1.92E+18,Wed May 14 15:34:05 +0000 2025,ijbolor,gw nyari lagu chappell yg busway ga nemu nemu ternyata judulnya subway wjdndndjksmeemejejejdbdbenskksnsns,0,0,in,gw nyari lagu chappell yg busway ga nemu nemu ternyata judulnya subway wjdndndjksmeemejejejdbdbenskksnsns,gw nyari lagu chappell yg busway ga nemu nemu ternyata judulnya subway wjdndndjksmeemejejejdbdbenskksnsns,0.075675716
1.92E+18,Mon May 12 16:11:59 +0000 2025,AnolamiPembaik,@shitpostrans Pejabat sini fomoan pengen ikutan masuk jalur TJ tp gengsi gamau naik bus ny. Padahal sama sama mercy,1,4,in,@shitpostrans Pejabat sini fomoan pengen ikutan masuk jalur TJ tp gengsi gamau naik bus ny. Padahal sama sama mercy,Pejabat sini fomoan pengen ikutan masuk jalur TJ tp gengsi gamau naik bus ny . Padahal sama sama mercy,0.075727357
1.92E+18,Sat May 10 04:31:50 +0000 2025,Wondaymania,"@noviskharlan Lagi nunggu dijemput kapalnya captain hj nih kak di tj priuk, lama banget ga berlabuh 😞",0,0,in,"@noviskharlan Lagi nunggu dijemput kapalnya captain hj nih kak di tj priuk, lama banget ga berlabuh 😞","Lagi nunggu dijemput kapalnya captain hj nih kak di tj priuk , lama banget ga berlabuh",0.076888356
1.92E+18,Fri May 16 13:58:42 +0000 2025,buletbuletkecil,"@ahmedjaini @junkfood_mcd @kegblgnunfaedh 1. Kalo itu ikan masih ada di perairan tersebut, bearti mereka udah sustain di environment dgn elevated background noise dari lalulintas tj perak. 2. Tuan krab suka ini 3. Cumi2 hidup di kedalam lebih dari 50 meter 🙏",0,0,in,"@ahmedjaini @junkfood_mcd @kegblgnunfaedh 1. Kalo itu ikan masih ada di perairan tersebut, bearti mereka udah sustain di environment dgn elevated background noise dari lalulintas tj perak. 2. Tuan krab suka ini 3. Cumi2 hidup di kedalam lebih dari 50 meter 🙏","1 . Kalo itu ikan masih ada di perairan tersebut , bearti mereka udah sustain di environment dgn elevated background noise dari lalulintas tj perak . 2 . Tuan krab suka ini 3 . Cumi2 hidup di kedalam lebih dari 50 meter",0.077272657
1.92E+18,Mon May 12 04:30:33 +0000 2025,giveawaythal,@matchagoji @kumenyimaksaja bakmie tj*k*n yg di bandung sm jkt ownernya sama ga sih kak?,0,0,in,@matchagoji @kumenyimaksaja bakmie tj*k*n yg di bandung sm jkt ownernya sama ga sih kak?,bakmie tj * k * n yg di bandung sm jkt ownernya sama ga sih kak ?,0.077550753
1.92E+18,Tue May 06 12:24:04 +0000 2025,damngirlzappy,"stlah jalan kaki 20 menit + berdiri di tj sejam sambil menjaga keseimbangan, bleh cry tdk c rasanya cape bgt anjay",0,0,in,"stlah jalan kaki 20 menit + berdiri di tj sejam sambil menjaga keseimbangan, bleh cry tdk c rasanya cape bgt anjay","stlah jalan kaki 20 menit + berdiri di tj sejam sambil menjaga keseimbangan , bleh cry tdk c rasanya cape bgt anjay",0.077718185
1.92E+18,Wed May 14 12:31:27 +0000 2025,nnemajayoo,@oatschoco Tj listrik apaan kak,0,0,in,@oatschoco Tj listrik apaan kak,Tj listrik apaan kak,0.077847307
1.92E+18,Wed May 14 12:14:01 +0000 2025,cupcikh,"@MediaVoi namanya musibah gak ada yang tau, lagian kan kendaraan udah di alihkan melalui jalur Busway untuk memudahkan proses evakuasi truk BBM yang alami kecelakaan, para petugas gabungan juga terus melakukan upaya pengaturan lalu lintas agar laju kendaraan terus mengalir.",0,0,in,"@MediaVoi namanya musibah gak ada yang tau, lagian kan kendaraan udah di alihkan melalui jalur Busway untuk memudahkan proses evakuasi truk BBM yang alami kecelakaan, para petugas gabungan juga terus melakukan upaya pengaturan lalu lintas agar laju kendaraan terus mengalir.","namanya musibah gak ada yang tau , lagian kan kendaraan udah di alihkan melalui jalur Busway untuk memudahkan proses evakuasi truk BBM yang alami kecelakaan , para petugas gabungan juga terus melakukan upaya pengaturan lalu lintas agar laju kendaraan terus mengalir .",0.078296146
1.92E+18,Mon May 12 17:03:20 +0000 2025,rizki8655615399,@sanlek1414 @segelasalmond @ARSIPAJA Blok lu kira jakarta gk ada trasum ... ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,0,0,in,@sanlek1414 @segelasalmond @ARSIPAJA Blok lu kira jakarta gk ada trasum ... ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd .. emng jabar gk punya trasum wkwkkwk .. lu terlalu fanatik sama yang cari muka,Blok lu kira jakarta gk ada trasum . . . ada bus TJ ada jaklingko ada MRT itu subsidi dari apbd . . emng jabar gk punya trasum wkwkkwk . . lu terlalu fanatik sama yang cari muka,0.078499545
1.92E+18,Fri May 16 15:02:41 +0000 2025,937fun_,"liat vt lily di tj, vibesnya jadi kek di jepang",0,0,in,"liat vt lily di tj, vibesnya jadi kek di jepang","liat vt lily di tj , vibesnya jadi kek di jepang",0.079433181
1.92E+18,Mon May 12 16:08:13 +0000 2025,_enlithings11,@yeontansmine yuk nyusul naik tj😭☝🏻,0,0,in,@yeontansmine yuk nyusul naik tj😭☝🏻,yuk nyusul naik tj,0.079893871
1.92E+18,Wed May 14 15:56:30 +0000 2025,licorissradiata,@Tokiiooboy Ayo ajakin yg paling enak tapi jangan di tj duren,0,0,in,@Tokiiooboy Ayo ajakin yg paling enak tapi jangan di tj duren,Ayo ajakin yg paling enak tapi jangan di tj duren,0.080081597
1.92E+18,Sat May 10 17:16:50 +0000 2025,kieteshimaumae,Huaaaa 😭 kenapa setiap naik tj ada-ada ajaa,0,0,in,Huaaaa 😭 kenapa setiap naik tj ada-ada ajaa,Huaaaa kenapa setiap naik tj ada - ada ajaa,0.080084008
1.92E+18,Fri May 16 11:03:54 +0000 2025,rubydropeu,"simpel aja, st tj barat baru bingungin. signage ga jelas.",0,0,in,"simpel aja, st tj barat baru bingungin. signage ga jelas.","simpel aja , st tj barat baru bingungin . signage ga jelas .",0.080407333
1.92E+18,Sat May 10 13:38:31 +0000 2025,vousmeuhyez,TOKONG W SENYIM2 di tj,0,0,in,TOKONG W SENYIM2 di tj,TOKONG W SENYIM2 di tj,0.081575699
1.92E+18,Thu May 08 13:19:24 +0000 2025,124ConchSpree,Tiba2 kepikiran knp gak tiap pulang ngecheat tj jg dari halte gbk toh pasti muter balik juga aargghhh,0,0,in,Tiba2 kepikiran knp gak tiap pulang ngecheat tj jg dari halte gbk toh pasti muter balik juga aargghhh,Tiba2 kepikiran knp gak tiap pulang ngecheat tj jg dari halte gbk toh pasti muter balik juga aargghhh,0.081928912
