No,conversation_id_str,created_at_original,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,created_at_formated,Unnamed: 16,original_tweet,cleaned_full_text
1282,1.86E+18,Tue Nov 26 05:14:05 +0000 2024,17,Survei terus melorot. Timses RIDO makin panik gaes nyebarin kayak gini di busway. Padahal udah di dukung Jokowi emang gak ngaruh lagi tu orang.. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/UIRm75w71P,1.86E+18,https://pbs.twimg.com/media/GdSVxS3aEAAOSGB.jpg,,in,🇲🇨peace,0,2,10,https://x.com/ariestarico2/status/1861277223480893659,497702911,ariestarico2,11/26/2024 5:14,,Survei terus melorot. Timses RIDO makin panik gaes nyebarin kayak gini di busway. Padahal udah di dukung Jokowi emang gak ngaruh lagi tu orang.. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/UIRm75w71P,Survei terus melorot . Timses RIDO makin panik gaes nyebarin kayak gini di busway . Padahal udah di dukung Jokowi emang gak ngaruh lagi tu orang . . R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1283,1.86E+18,Tue Nov 26 04:21:37 +0000 2024,1,Ada yg bagi2 di busway Kok ga ada gambarnya Rizieq ? Takut nambah anjlok ya Ingat ya warga Jakarta itu tak ingin mendukung calonnya Mulyono yg menista Nabi dan janda. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/Uw4bdYQUZc,1.86E+18,https://pbs.twimg.com/media/GdSJwcyaEAAVMi8.jpg,,in,"DKI Jakarta, Indonesia",1,0,1,https://x.com/Naandaa27/status/1861264019262459942,1.26E+18,Naandaa27,11/26/2024 4:21,,Ada yg bagi2 di busway Kok ga ada gambarnya Rizieq ? Takut nambah anjlok ya Ingat ya warga Jakarta itu tak ingin mendukung calonnya Mulyono yg menista Nabi dan janda. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/Uw4bdYQUZc,Ada yg bagi2 di busway Kok ga ada gambarnya Rizieq ? Takut nambah anjlok ya Ingat ya warga Jakarta itu tak ingin mendukung calonnya Mulyono yg menista Nabi dan janda . R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1284,1.86E+18,Mon Nov 25 09:30:19 +0000 2024,3,Ada yg ngerti soal koridor busway ga?,1.86E+18,,,in,karawang,0,2,0,https://x.com/massiyann/status/1860979317376983528,1.77E+18,massiyann,11/25/2024 9:30,,Ada yg ngerti soal koridor busway ga?,Ada yg ngerti soal koridor busway ga ?
1285,1.86E+18,Tue Nov 26 05:12:34 +0000 2024,7,Wow...ada yg panik ? Beneran nih dibagiin di Busway? Ngeriiii sebrutal inikah Pilkada di Negara Demokrasi?? Bubrah!! #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/2KTrfdVuia,1.86E+18,https://pbs.twimg.com/media/GdSVanZaoAMH7lj.jpg,,in,Jateng  Indonesia,1,4,3,https://x.com/Ghurem2/status/1861276839584690237,1.25E+18,Ghurem2,11/26/2024 5:12,,Wow...ada yg panik ? Beneran nih dibagiin di Busway? Ngeriiii sebrutal inikah Pilkada di Negara Demokrasi?? Bubrah!! #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/2KTrfdVuia,Wow . . . ada yg panik ? Beneran nih dibagiin di Busway ? Ngeriiii sebrutal inikah Pilkada di Negara Demokrasi ? ? Bubrah ! ! R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1286,1.86E+18,Sat Nov 23 12:59:12 +0000 2024,0,moots mau nanyaaa klo ke gancit naik busway enaknya turun dimana yaa??,1.86E+18,,,in,Asteroids,0,0,0,https://x.com/aroranna/status/1860307108174135474,1.52E+18,aroranna,11/23/2024 12:59,,moots mau nanyaaa klo ke gancit naik busway enaknya turun dimana yaa??,moots mau nanyaaa klo ke gancit naik busway enaknya turun dimana yaa ? ?
1287,1.86E+18,Sun Nov 24 11:57:18 +0000 2024,1,buat yg tersingung karena pernah minta hotspot sama stanger coba deh cari tempat terdekat yg emang nyediain wifi misal di mall halte busway alfa/indo kan gak ada salahnya usaha dulu daripada ke orang random yg punya trust issue wajar anjir nolak dan defensif ke orang asing.,1.86E+18,,,in,on your playlist,0,0,1,https://x.com/mijaeya/status/1860653922165350847,59954080,mijaeya,11/24/2024 11:57,,buat yg tersingung karena pernah minta hotspot sama stanger coba deh cari tempat terdekat yg emang nyediain wifi misal di mall halte busway alfa/indo kan gak ada salahnya usaha dulu daripada ke orang random yg punya trust issue wajar anjir nolak dan defensif ke orang asing.,buat yg tersingung karena pernah minta hotspot sama stanger coba deh cari tempat terdekat yg emang nyediain wifi misal di mall halte busway alfa / indo kan gak ada salahnya usaha dulu daripada ke orang random yg punya trust issue wajar anjir nolak dan defensif ke orang asing .
1288,1.86E+18,Tue Nov 26 05:35:03 +0000 2024,8,Kepanikan 01 yang didukung Mulyono makin brutal menyebarkan kampanye hitam di busway. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/9fzugLtZf6,1.86E+18,https://pbs.twimg.com/media/GdSakEoaoAMkkHV.jpg,,in,Indonesia,1,0,6,https://x.com/Jumianto_RK/status/1861282498917081296,9.03E+17,Jumianto_RK,11/26/2024 5:35,,Kepanikan 01 yang didukung Mulyono makin brutal menyebarkan kampanye hitam di busway. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/9fzugLtZf6,Kepanikan 01 yang didukung Mulyono makin brutal menyebarkan kampanye hitam di busway . R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1289,1.86E+18,Sat Nov 23 04:24:48 +0000 2024,19,Mulai hari ini L13E (Puri Beta ⇌ Kuningan [express]) hanya beroperasi di Hari Kerja sedangkan Hari Libur dijalankan rute 13E (Puri Beta ⇌ Kuningan [Reguler]). In frame: MYS-17034 PT. Mayasari Bakti Divisi Busway Scania K310iB Laksana Cityline2 13E| Puri Beta- Kuningan https://t.co/ustMafwbZ1,1.86E+18,https://pbs.twimg.com/media/GdCtuE-aoAAqO8M.jpg,,in,"Jakarta, ID",0,0,2,https://x.com/MiyanagiDeswira/status/1860177656991641643,601864838,MiyanagiDeswira,11/23/2024 4:24,,Mulai hari ini L13E (Puri Beta ⇌ Kuningan [express]) hanya beroperasi di Hari Kerja sedangkan Hari Libur dijalankan rute 13E (Puri Beta ⇌ Kuningan [Reguler]). In frame: MYS-17034 PT. Mayasari Bakti Divisi Busway Scania K310iB Laksana Cityline2 13E| Puri Beta- Kuningan https://t.co/ustMafwbZ1,Mulai hari ini L13E ( Puri Beta Kuningan [ express ] ) hanya beroperasi di Hari Kerja sedangkan Hari Libur dijalankan rute 13E ( Puri Beta Kuningan [ Reguler ] ) . In frame : MYS - 17034 PT . Mayasari Bakti Divisi Busway Scania K310iB Laksana Cityline2 13E | Puri Beta - Kuningan
1290,1.86E+18,Wed Nov 27 15:17:04 +0000 2024,0,️️ Lebih ke Night walk sih jalan dari GI ke arah busway cuma buat foto ini doang ️️ https://t.co/0uMRlt2XBD,1.86E+18,https://pbs.twimg.com/media/GdZpXQsbMAAsibp.jpg,,in,Pria keren tidak berpacaran 😎,1,0,0,https://x.com/accvaroo/status/1861791357792346237,1.74E+18,accvaroo,11/27/2024 15:17,,️️ Lebih ke Night walk sih jalan dari GI ke arah busway cuma buat foto ini doang ️️ https://t.co/0uMRlt2XBD,Lebih ke Night walk sih jalan dari GI ke arah busway cuma buat foto ini doang
1291,1.86E+18,Sun Nov 24 10:44:46 +0000 2024,2,Happy Meal Mario Kart: Luigi Kart. McDonald s Pasar Festival Karet Kuningan Setiabudi. https://t.co/IscRWdYoM0,1.86E+18,https://pbs.twimg.com/media/GdJOREWawAAXjGn.jpg,,in,Priority Seat,0,0,0,https://x.com/26Ceicei/status/1860635666587226346,124639815,26Ceicei,11/24/2024 10:44,,Happy Meal Mario Kart: Luigi Kart. McDonald s Pasar Festival Karet Kuningan Setiabudi. https://t.co/IscRWdYoM0,Happy Meal Mario Kart : Luigi Kart . McDonald s Pasar Festival Karet Kuningan Setiabudi .
1292,1.86E+18,Sun Nov 24 23:25:54 +0000 2024,0,ketemu cegan di busway...,1.86E+18,,,in,Shaenette Kiara. 20+,0,3,0,https://x.com/meloqdys/status/1860827212678853050,1.77E+18,meloqdys,11/24/2024 23:25,,ketemu cegan di busway...,ketemu cegan di busway . . .
1293,1.86E+18,Tue Nov 26 07:13:25 +0000 2024,0,gak janjian apa gimana tbtb aku sama temen ku satu busway wkwk,1.86E+18,,,in,Shaenette Kiara. 20+,0,1,0,https://x.com/meloqdys/status/1861307253586055330,1.77E+18,meloqdys,11/26/2024 7:13,,gak janjian apa gimana tbtb aku sama temen ku satu busway wkwk,gak janjian apa gimana tbtb aku sama temen ku satu busway wkwk
1294,1.86E+18,Wed Nov 27 14:00:16 +0000 2024,0,Meng-kelos early karena besok kudu bangun pagi2 dan (mungkin) open santai aja anyway busway jangan lupa istirahat yg cukup gusyy~,1.86E+18,,,in,status: open 🌟 | 🦝 : 0/4,0,0,0,https://x.com/aoriyu_/status/1861772031123247241,1.52E+18,aoriyu_,11/27/2024 14:00,,Meng-kelos early karena besok kudu bangun pagi2 dan (mungkin) open santai aja anyway busway jangan lupa istirahat yg cukup gusyy~,Meng - kelos early karena besok kudu bangun pagi2 dan ( mungkin ) open santai aja anyway busway jangan lupa istirahat yg cukup gusyy ~
1295,1.86E+18,Fri Nov 22 08:41:50 +0000 2024,0,bs gak ujan mendung gini busway jgn dingin2? Baju gue tipis bgt,1.86E+18,,,in,Jakarta Capital Region,0,1,0,https://x.com/doyanm4m/status/1859879952407253084,1.67E+18,doyanm4m,11/22/2024 8:41,,bs gak ujan mendung gini busway jgn dingin2? Baju gue tipis bgt,bs gak ujan mendung gini busway jgn dingin2 ? Baju gue tipis bgt
1296,1.86E+18,Mon Nov 25 13:50:28 +0000 2024,0,Plis tumben bgt busway arah bintaro sepi?? Alhamdulillah sih,1.86E+18,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/iniakudankamu/status/1861044786226176205,1.15E+18,iniakudankamu,11/25/2024 13:50,,Plis tumben bgt busway arah bintaro sepi?? Alhamdulillah sih,Plis tumben bgt busway arah bintaro sepi ? ? Alhamdulillah sih
1297,1.86E+18,Wed Nov 27 09:35:17 +0000 2024,10,Berarti di deket halte busway ga jadi ditaro alat gym nih?,1.86E+18,,,in,,0,2,0,https://x.com/sotosanten/status/1861705345963589957,1.61E+18,sotosanten,11/27/2024 9:35,,Berarti di deket halte busway ga jadi ditaro alat gym nih?,Berarti di deket halte busway ga jadi ditaro alat gym nih ?
1298,1.86E+18,Tue Nov 26 04:22:08 +0000 2024,0,busway hari ini bener2 luar biasa bikin geu makin gawaras,1.86E+18,,,in,🌏,0,0,0,https://x.com/sleepysillysshi/status/1861264150720324049,1.57E+18,sleepysillysshi,11/26/2024 4:22,,busway hari ini bener2 luar biasa bikin geu makin gawaras,busway hari ini bener2 luar biasa bikin geu makin gawaras
1299,1.86E+18,Tue Nov 26 16:17:27 +0000 2024,0,abis liat video begini aku jadi kurang percaya kalo alasannya rem blong. truknya uda di samping separator busway persis. tabrakin aja ke arah jalur busway. kenapa malah diarahin ke kiri yg jelas2 banyak motor dan pejalan kaki nyebrang.,1.86E+18,,,in,Kerberos 🜃⚓,0,0,0,https://x.com/sariebut/status/1861444166766731426,138282392,sariebut,11/26/2024 16:17,,abis liat video begini aku jadi kurang percaya kalo alasannya rem blong. truknya uda di samping separator busway persis. tabrakin aja ke arah jalur busway. kenapa malah diarahin ke kiri yg jelas2 banyak motor dan pejalan kaki nyebrang.,abis liat video begini aku jadi kurang percaya kalo alasannya rem blong . truknya uda di samping separator busway persis . tabrakin aja ke arah jalur busway . kenapa malah diarahin ke kiri yg jelas2 banyak motor dan pejalan kaki nyebrang .
1300,1.86E+18,Sat Nov 23 14:47:01 +0000 2024,0,demi dah gw baru bilang disini ada polisi ga ya han? EH ITU POLISI NONGOL ANJIR KETUTUPAN BUSWAY TERUS GW LANGSUNG DISURUH MINGGIR WHAT A FCKN DAY,1.86E+18,,,in,AKGAE DNI,1,4,0,https://x.com/LoveRora_/status/1860334242552775128,1.80E+18,LoveRora_,11/23/2024 14:47,,demi dah gw baru bilang disini ada polisi ga ya han? EH ITU POLISI NONGOL ANJIR KETUTUPAN BUSWAY TERUS GW LANGSUNG DISURUH MINGGIR WHAT A FCKN DAY,demi dah gw baru bilang disini ada polisi ga ya han ? EH ITU POLISI NONGOL ANJIR KETUTUPAN BUSWAY TERUS GW LANGSUNG DISURUH MINGGIR WHAT A FCKN DAY
1301,1.86E+18,Sat Nov 23 13:13:26 +0000 2024,0,Busway juga kadang begini nder,1.86E+18,,,in, Free unfollow ,0,1,0,https://x.com/frteya/status/1860310690885738778,1.00E+18,frteya,11/23/2024 13:13,,Busway juga kadang begini nder,Busway juga kadang begini nder
1302,1.86E+18,Mon Nov 25 09:31:27 +0000 2024,0,aku hari ini melihat cowo yg ga sengaja ketemu di bulan februari kemarin pas di busway‍ setelah lama ga jumpa tbtb ketemu tadi di busway pertanda apakah ini? akhir bulan?,1.86E+18,,,in,NCT127&WISH⚠️,0,0,0,https://x.com/i97jaejpg/status/1860979602300289248,1.48E+18,i97jaejpg,11/25/2024 9:31,,aku hari ini melihat cowo yg ga sengaja ketemu di bulan februari kemarin pas di busway‍ setelah lama ga jumpa tbtb ketemu tadi di busway pertanda apakah ini? akhir bulan?,aku hari ini melihat cowo yg ga sengaja ketemu di bulan februari kemarin pas di busway setelah lama ga jumpa tbtb ketemu tadi di busway pertanda apakah ini ? akhir bulan ?
1303,1.86E+18,Tue Nov 26 04:20:35 +0000 2024,0,Gal punya otak nih selebaran provokatif di sebarkan di busway. Bisanya seperti itu ya gak bisa nunjukin kinerja RK. RK kan gak bisa kerja.. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/4QX24crWmT,1.86E+18,https://pbs.twimg.com/media/GdSJhkkaoAAGcXr.jpg,,in,Indonesia,0,0,0,https://x.com/bbahtiarr/status/1861263758431265132,2570087317,bbahtiarr,11/26/2024 4:20,,Gal punya otak nih selebaran provokatif di sebarkan di busway. Bisanya seperti itu ya gak bisa nunjukin kinerja RK. RK kan gak bisa kerja.. #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/4QX24crWmT,Gal punya otak nih selebaran provokatif di sebarkan di busway . Bisanya seperti itu ya gak bisa nunjukin kinerja RK . RK kan gak bisa kerja . . R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1304,1.86E+18,Wed Nov 27 23:45:54 +0000 2024,0,seriusan gaenak banget badan sakit semua mual mau muntah dan lagi di busway.,1.86E+18,,,in,Hachiel Seraphine.,0,0,0,https://x.com/kuroomvi/status/1861919407351754900,3543650772,kuroomvi,11/27/2024 23:45,,seriusan gaenak banget badan sakit semua mual mau muntah dan lagi di busway.,seriusan gaenak banget badan sakit semua mual mau muntah dan lagi di busway .
1305,1.86E+18,Tue Nov 26 01:33:23 +0000 2024,0,Guaa jugaa td liat ini pas lg di busway bener2 langsung merindinggg serem bgt dehhh kecelakaan truk ini tuhh,1.86E+18,,,in,,0,0,0,https://x.com/DoubleD_Dks_Dw/status/1861221681966260490,1.35E+18,DoubleD_Dks_Dw,11/26/2024 1:33,,Guaa jugaa td liat ini pas lg di busway bener2 langsung merindinggg serem bgt dehhh kecelakaan truk ini tuhh,Guaa jugaa td liat ini pas lg di busway bener2 langsung merindinggg serem bgt dehhh kecelakaan truk ini tuhh
1306,1.86E+18,Fri Nov 22 12:09:32 +0000 2024,0,Beda ya vibe pulang kerja kalo hari jumat biasanya di busway banyak yg tidur eh pas bangun cuma gue aja yg tidur terus kalo keluar gak desek-desekan pada santai,1.86E+18,,,in,"Tangerang, Banten",0,0,0,https://x.com/ainaueno/status/1859932223514026121,1.68E+18,ainaueno,11/22/2024 12:09,,Beda ya vibe pulang kerja kalo hari jumat biasanya di busway banyak yg tidur eh pas bangun cuma gue aja yg tidur terus kalo keluar gak desek-desekan pada santai,Beda ya vibe pulang kerja kalo hari jumat biasanya di busway banyak yg tidur eh pas bangun cuma gue aja yg tidur terus kalo keluar gak desek - desekan pada santai
1307,1.86E+18,Tue Nov 26 04:05:48 +0000 2024,5,Ajiggg Dibagiin di busway. Udh sarap emang paslon sebelah!!! #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/9PxouBGq1v,1.86E+18,https://pbs.twimg.com/media/GdSGJGeaoAAEjQ7.jpg,,in,"East Java, Indonesia",0,2,1,https://x.com/TJAHYADI07/status/1861260039526457719,1.54E+18,TJAHYADI07,11/26/2024 4:05,,Ajiggg Dibagiin di busway. Udh sarap emang paslon sebelah!!! #R1DO_N1STA_JENDES R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs https://t.co/9PxouBGq1v,Ajiggg Dibagiin di busway . Udh sarap emang paslon sebelah ! ! ! R1DO Sak1t1 Jendes ARA SARA for R1DO Jendes Tolak R1DO JudOL for R1DO ikut pilihan hrs
1308,1.86E+18,Tue Nov 26 00:11:10 +0000 2024,0,eh jangan berisik gitu cuk alarm tutup pintu busway anjjjjj gak harus kayak alarm kebakaran juga sempak,1.86E+18,,,in,,0,0,0,https://x.com/redvelvetcakesa/status/1861200992194437524,1.41E+18,redvelvetcakesa,11/26/2024 0:11,,eh jangan berisik gitu cuk alarm tutup pintu busway anjjjjj gak harus kayak alarm kebakaran juga sempak,eh jangan berisik gitu cuk alarm tutup pintu busway anjjjjj gak harus kayak alarm kebakaran juga sempak
1309,1.86E+18,Sat Nov 23 11:56:23 +0000 2024,0,masi ada busway,1.86E+18,,,in,,0,1,0,https://x.com/ailsanbl/status/1860291300261789894,1703778686,ailsanbl,11/23/2024 11:56,,masi ada busway,masi ada busway
1310,1.86E+18,Mon Nov 25 00:37:24 +0000 2024,0,min @PT_Transjakarta rute busway dari halte rawa selatan kalo mau ke jl. karang tengah raya lebak bulus kec. cilandak halte terdekat turun dimana ya?,1.86E+18,,,in,  𐄹  riyangi // ot9,0,1,0,https://x.com/H0URLYRICKY/status/1860845204976345236,1.55E+18,H0URLYRICKY,11/25/2024 0:37,,min @PT_Transjakarta rute busway dari halte rawa selatan kalo mau ke jl. karang tengah raya lebak bulus kec. cilandak halte terdekat turun dimana ya?,min pt_transjakarta rute busway dari halte rawa selatan kalo mau ke jl . karang tengah raya lebak bulus kec . cilandak halte terdekat turun dimana ya ?
1311,1.86E+18,Tue Nov 26 11:49:42 +0000 2024,0,Fomo banget mau nonton GMMTV 2025 lagi di busway fakkk,1.86E+18,,,in,he/him,0,1,0,https://x.com/txhird/status/1861376784702546314,1.37E+18,txhird,11/26/2024 11:49,,Fomo banget mau nonton GMMTV 2025 lagi di busway fakkk,Fomo banget mau nonton GMMTV 2025 lagi di busway fakkk
1312,1.86E+18,Sun Nov 24 16:27:27 +0000 2024,0,EH BETEWE BY THE WAY BUSWAY LANJUTAN VLOG JEONGHAN KAPAN DI UPLOAD DUT?????? @pledis_17,1.86E+18,,,in,caratland,0,0,0,https://x.com/cathpiee/status/1860721904300245127,1.72E+18,cathpiee,11/24/2024 16:27,,EH BETEWE BY THE WAY BUSWAY LANJUTAN VLOG JEONGHAN KAPAN DI UPLOAD DUT?????? @pledis_17,EH BETEWE BY THE WAY BUSWAY LANJUTAN VLOG JEONGHAN KAPAN DI UPLOAD DUT ? ? ? ? ? ?
1313,1.86E+18,Mon Nov 25 12:57:43 +0000 2024,1,Yang tanggal 25 belum gajian bilek. https://t.co/XM6v61SYld,1.86E+18,https://pbs.twimg.com/tweet_video_thumb/GdO2SdLaYAA4Q8h.jpg,,in,Priority Seat,0,1,0,https://x.com/26Ceicei/status/1861031513560858682,124639815,26Ceicei,11/25/2024 12:57,,Yang tanggal 25 belum gajian bilek. https://t.co/XM6v61SYld,Yang tanggal 25 belum gajian bilek .
1314,1.86E+18,Sat Nov 23 16:26:30 +0000 2024,0,Busway dari senayan ke pinangranti terakhir jam brp sih?,1.86E+18,,,in,Indonesia Raya.,0,0,0,https://x.com/phayoes/status/1860359276709183844,86456171,phayoes,11/23/2024 16:26,,Busway dari senayan ke pinangranti terakhir jam brp sih?,Busway dari senayan ke pinangranti terakhir jam brp sih ?
1315,1.86E+18,Fri Nov 29 15:33:49 +0000 2024,1,Bisa-bisanya fortuner plat merah nyungsep seperti ini... Bagaimana ini para pegawai yg mengendarai R4 @BKNgoid ? Lokasi di dekat Halte Busway Pasar Genjing - Pramuka... https://t.co/KPfD0uiF23,1.86E+18,https://pbs.twimg.com/media/GdkAX20WMAAuQtw.jpg,,in,"Guayaquil, Ecuador",0,0,0,https://x.com/wong_w4r4s/status/1862520346047652196,95284447,wong_w4r4s,11/29/2024 15:33,,Bisa-bisanya fortuner plat merah nyungsep seperti ini... Bagaimana ini para pegawai yg mengendarai R4 @BKNgoid ? Lokasi di dekat Halte Busway Pasar Genjing - Pramuka... https://t.co/KPfD0uiF23,Bisa - bisanya fortuner plat merah nyungsep seperti ini . . . Bagaimana ini para pegawai yg mengendarai R4 ? Lokasi di dekat Halte Busway Pasar Genjing - Pramuka . . .
1316,1.86E+18,Fri Nov 29 09:22:27 +0000 2024,0,Sasakyan ng DILG huli sa pagdaan sa busway https://t.co/dHY0LgcJxM,1.86E+18,https://pbs.twimg.com/ext_tw_video_thumb/1862426850997542912/pu/img/e7_lGevstm5lGXUC.jpg,,tl,"Makati, PH ",0,1,0,https://x.com/brigadaph/status/1862426891103436980,2820540152,brigadaph,11/29/2024 9:22,,Sasakyan ng DILG huli sa pagdaan sa busway https://t.co/dHY0LgcJxM,Sasakyan ng DILG huli sa pagdaan sa busway
1317,1.86E+18,Fri Nov 29 16:36:17 +0000 2024,1,Strawberry fun. Re.juve Grand Metropolitan Mall Bekasi Pekayon Jaya Bekasi Selatan. https://t.co/nK5W64tUnk,1.86E+18,https://pbs.twimg.com/media/GdkOrxeboAA1PWe.jpg,,in,Priority Seat,0,0,0,https://x.com/26Ceicei/status/1862536069746761874,124639815,26Ceicei,11/29/2024 16:36,,Strawberry fun. Re.juve Grand Metropolitan Mall Bekasi Pekayon Jaya Bekasi Selatan. https://t.co/nK5W64tUnk,Strawberry fun . Re . juve Grand Metropolitan Mall Bekasi Pekayon Jaya Bekasi Selatan .
1318,1.86E+18,Fri Nov 29 13:13:30 +0000 2024,0,semoga tontonan baru buat makan dan pulsek di busway ku ini g aneh aneh,1.86E+18,,,in,,0,1,0,https://x.com/evossutsujin/status/1862485035959689273,1.53E+18,evossutsujin,11/29/2024 13:13,,semoga tontonan baru buat makan dan pulsek di busway ku ini g aneh aneh,semoga tontonan baru buat makan dan pulsek di busway ku ini g aneh aneh
1319,1.86E+18,Fri Nov 29 11:29:51 +0000 2024,2,ngentot nih iklan kissing dan adegan tai yg lain lain GW LAGI SKROL TWITER DI BUSWAY ANJINGFG ramee berdirii . malu bgt taiii sebel bgt gw iklan apasih lewat tl gw najissss . tkt kalo org gksengaja liat trs dikiranya nanti isi twiter gw mesum semua taek,1.86E+18,,,in,FEB’24 UAJ,0,0,0,https://x.com/pisyayayay/status/1862458950668730662,1.69E+18,pisyayayay,11/29/2024 11:29,,ngentot nih iklan kissing dan adegan tai yg lain lain GW LAGI SKROL TWITER DI BUSWAY ANJINGFG ramee berdirii . malu bgt taiii sebel bgt gw iklan apasih lewat tl gw najissss . tkt kalo org gksengaja liat trs dikiranya nanti isi twiter gw mesum semua taek,ngentot nih iklan kissing dan adegan tai yg lain lain GW LAGI SKROL TWITER DI BUSWAY ANJINGFG ramee berdirii . malu bgt taiii sebel bgt gw iklan apasih lewat tl gw najissss . tkt kalo org gksengaja liat trs dikiranya nanti isi twiter gw mesum semua taek
1320,1.86E+18,Fri Nov 29 07:06:12 +0000 2024,0,Jadi keinget pas kecopetan di busway Ada satu org cewe yg bikin gw akhirnya nangis dan hampir berantem kalau ga ditenangin El Padahal gw udh sampai minta maaf dan bilang makasih ke tiap penumpang setelah tas nya pada di cek Sedih banget kalau ke inget si mbak itu,1.86E+18,,,in,"Bangkok, Thailand ",0,1,0,https://x.com/ddokebi18/status/1862392603746213935,293491974,ddokebi18,11/29/2024 7:06,,Jadi keinget pas kecopetan di busway Ada satu org cewe yg bikin gw akhirnya nangis dan hampir berantem kalau ga ditenangin El Padahal gw udh sampai minta maaf dan bilang makasih ke tiap penumpang setelah tas nya pada di cek Sedih banget kalau ke inget si mbak itu,Jadi keinget pas kecopetan di busway Ada satu org cewe yg bikin gw akhirnya nangis dan hampir berantem kalau ga ditenangin El Padahal gw udh sampai minta maaf dan bilang makasih ke tiap penumpang setelah tas nya pada di cek Sedih banget kalau ke inget si mbak itu
1321,1.86E+18,Fri Nov 29 12:28:04 +0000 2024,0,gak lucu banget gue lagi di busway mana bediri fakmen kewarasan gue udah ilang,1.86E+18,,,in,‼️DREAMSTAN ONLY‼️,0,0,0,https://x.com/najaemql/status/1862473602899354059,1.72E+18,najaemql,11/29/2024 12:28,,gak lucu banget gue lagi di busway mana bediri fakmen kewarasan gue udah ilang,gak lucu banget gue lagi di busway mana bediri fakmen kewarasan gue udah ilang
1322,1.86E+18,Fri Nov 29 14:50:33 +0000 2024,0,@razkaws @innovacommunity Jaman jalanan asaf - cokroaminoto masih lebar dan blm banyak poldur &amp; jalur busway kyk skrg diatas jam 10 udh serasa kaya sirkuit gampang banget ngebejek mobil smp nembus 150km++ Anaknya adiguna yg pertama kan meninggal pas lg kebut kebutan gini,1.86E+18,,razkaws,in,,0,0,0,https://x.com/hulkamaniaxcz/status/1862509458687238614,1.68E+18,hulkamaniaxcz,11/29/2024 14:50,,@razkaws @innovacommunity Jaman jalanan asaf - cokroaminoto masih lebar dan blm banyak poldur &amp; jalur busway kyk skrg diatas jam 10 udh serasa kaya sirkuit gampang banget ngebejek mobil smp nembus 150km++ Anaknya adiguna yg pertama kan meninggal pas lg kebut kebutan gini,Jaman jalanan asaf - cokroaminoto masih lebar dan blm banyak poldur & jalur busway kyk skrg diatas jam 10 udh serasa kaya sirkuit gampang banget ngebejek mobil smp nembus 150km + + Anaknya adiguna yg pertama kan meninggal pas lg kebut kebutan gini
